MONLOC_AB,StartDate,StartTime,DataLoggerLineName,Deployment,ProjectIdentifier,ActivityIdentifier,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,DataType,UseForCalc,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,18:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,18:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,18:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.92,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,19:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.89,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,19:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,19:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,19:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,20:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.84,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,20:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.83,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,20:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.83,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,20:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.84,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,21:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,21:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,21:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,21:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.89,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,22:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.88,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,22:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,22:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.9,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,22:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,23:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,23:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,23:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/27/2023,23:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230927_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,00:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,00:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,00:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,00:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,01:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,01:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,01:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,01:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,02:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,02:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,02:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,02:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,03:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.82,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,03:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.81,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,03:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,03:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.78,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,04:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.77,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,04:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.74,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,04:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,04:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,05:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.72,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,05:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.7,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,05:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.69,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,05:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,06:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,06:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,06:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.59,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,06:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.62,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,07:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.58,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,07:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.55,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,07:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.53,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,07:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.51,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,08:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.5,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,08:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.48,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,08:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.46,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,08:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.48,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,09:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.48,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,09:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.49,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,09:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.51,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,09:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.55,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,10:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,10:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.58,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,10:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,10:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,11:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,11:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,11:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,11:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.71,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,12:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,12:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.79,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,12:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.83,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,12:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",10.95,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,13:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,13:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.09,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,13:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.23,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,13:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.36,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,14:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.42,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,14:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.45,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,14:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.46,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,14:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.47,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,15:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.44,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,15:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.44,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,15:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.47,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,15:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.51,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,16:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,16:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,16:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.82,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,16:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",11.91,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,17:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,17:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.02,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,17:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.04,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,17:45:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.04,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,18:00:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.03,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,18:15:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.02,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHTH2,09/28/2023,18:30:00,21119018,2023Fall,HohRiverPrj1,HOHTH2_20230928_2023Fall_TS,Water,"Temperature, water",12.02,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
