MONLOC_AB,StartDate,StartTime,DataLoggerLineName,Deployment,ProjectIdentifier,ActivityIdentifier,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,DataType,UseForCalc,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,13:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.08,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,13:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,14:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,14:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,14:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,14:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.16,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,15:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.16,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,15:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.18,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,15:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.18,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,15:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.21,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,16:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.22,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,16:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.23,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,16:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.25,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,16:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.26,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,17:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.27,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,17:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.26,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,17:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.28,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,17:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.26,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,18:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.27,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,18:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.27,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,18:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.25,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,18:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.25,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,19:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.23,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,19:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.2,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,19:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.23,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,19:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.2,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,20:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.17,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,20:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.17,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,20:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.14,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,20:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,21:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.07,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,21:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.07,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,21:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.04,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,21:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12.03,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,22:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,22:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.94,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,22:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.92,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,22:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.89,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,23:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.87,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,23:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.83,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,23:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.82,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/28/2023,23:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230928_2023Fall_TS,Water,"Temperature, water",11.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,00:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,00:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.69,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,00:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,00:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,01:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.6,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,01:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.58,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,01:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.55,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,01:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,02:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.48,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,02:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.45,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,02:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.42,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,02:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.38,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,03:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.38,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,03:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.32,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,03:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.32,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,03:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.28,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,04:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.24,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,04:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.22,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,04:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.2,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,04:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.14,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,05:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,05:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.08,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,05:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.05,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,05:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11.02,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,06:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,06:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.96,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,06:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.95,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,06:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.89,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,07:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,07:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.84,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,07:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,07:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.78,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,08:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.74,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,08:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.72,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,08:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.71,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,08:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.66,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,09:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.66,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,09:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,09:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,09:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,10:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.62,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,10:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.62,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,10:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.62,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,10:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,11:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,11:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,11:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.66,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,11:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,12:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,12:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,12:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.72,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,12:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,13:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,13:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,13:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.77,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,13:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.78,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,14:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,14:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.74,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,14:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.79,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,14:45:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,15:00:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.78,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,15:15:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFKALTH1,09/29/2023,15:30:00,21119058,2023Fall,HohRiverPrj1,WFKALTH1_20230929_2023Fall_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
